2.395451246128379452e-01,1.578583303474785371e-01,3.173794845948383347e-01,2.325290346963780674e+00,1.085984972974271212e+00,6.151874238775236758e-01,8.019172673782579697e-01,-3.773110102245760267e-01,7.439062728933467650e-01,1.495590320787640426e+00,1.183162960272301500e+00,-8.125421341802763209e-02,1.869578049055453217e+00,4.142484267223638383e-01,8.371929257567394256e-01,-1.318078073336999445e+00,-2.464487322013364512e-01,-1.200555958968569925e-01,3.728973246215332438e-01,3.980492376085952522e+00,1.000000000000000000e+00
-4.326049494404536233e+00,-6.387349034859087560e+00,-3.432464214938115710e+00,-2.273021861131718779e+00,-5.920507582866346930e+00,-3.791944894722083070e+00,-2.831019658171801012e+00,-1.553234347076107413e+00,-5.246149393780452641e+00,-4.539816570193350387e+00,-3.350495782977660042e+00,-4.558090474482595411e+00,-5.381165714583041826e+00,-6.102075205899773813e+00,-5.030490202738311822e+00,-1.674090978862620593e+00,-6.687804914004114920e+00,-4.163242107394249381e+00,-5.734087871614608645e+00,-2.324974450766710277e+00,0.000000000000000000e+00
1.400250347712958199e+00,-2.325604307715196661e-01,9.272499801503508721e-01,4.167382138448938456e-01,5.546253755570549338e-01,6.659245337592452074e-01,8.932174135921671088e-01,1.524083060635343267e+00,1.889067964300344071e+00,1.655013086396088795e+00,9.296114390857939114e-01,8.385844767173356029e-01,3.024901094412915104e-01,1.205352562655280124e+00,1.692584303481557528e+00,2.577223242832900052e+00,4.476985062498672896e-02,1.382097917043585200e+00,-5.626666964896407386e-01,-1.151596830047027620e+00,1.000000000000000000e+00
1.070849488182458620e+00,1.965054454315254828e+00,2.029255370600887343e+00,2.480814246210958363e-01,2.091488035862727468e+00,2.926687426904327261e+00,1.007712431726634827e+00,-5.775803039318272436e-01,3.082079960707521327e+00,3.929002786536268665e+00,1.431171146121476667e+00,5.555717993180909753e-01,2.376209727471874089e+00,1.485125080447973200e-01,2.412705313992204115e+00,2.864775576911903876e+00,1.542953934660611592e+00,1.967171726307766377e+00,-3.303956077872696184e-01,3.058014088736170422e+00,0.000000000000000000e+00
3.094258177355690975e+00,1.334979616991617046e+00,4.671362532964901781e+00,2.883453699756477029e+00,4.182638049294557625e+00,4.095993132280925764e+00,2.290213091009382307e+00,3.827605974967321245e+00,4.201036674445461472e+00,2.235942732670232580e+00,2.894514797753039659e+00,1.901343661515452865e+00,2.063794659769302875e+00,5.689428821473084597e+00,4.477882887747751894e+00,4.670310680176375406e+00,4.668107332343363503e+00,2.666326070467951226e+00,3.281577232978464487e+00,2.110553566715126728e+00,0.000000000000000000e+00
3.937004772721992119e+00,4.123706182699473644e+00,2.983169844690834349e+00,2.881801236309515346e+00,3.219216506501078268e+00,2.587517300001680454e+00,4.214510813280752721e+00,6.849575029949172666e+00,3.119918890957345425e+00,4.018182861649152393e+00,3.775912598372804574e+00,6.039960919175983101e+00,4.430320476410892994e+00,5.159239215076649288e+00,4.082465604308242568e+00,5.689837250221573939e+00,4.591485827101090322e+00,4.562962139268073258e+00,6.040816319190901673e+00,1.075902313758255957e+00,1.000000000000000000e+00
-3.359727101424474505e+00,-4.753088809148408700e+00,-3.718274472398245933e+00,-3.725116831151884522e-01,-4.135735866235192404e+00,-3.136210365217678486e+00,-3.518817073277693552e+00,-8.325978898235575354e-01,-2.775285489293326968e+00,-3.900726820403591866e+00,-2.843704088735857560e+00,-1.179221371836559618e+00,-1.859230605418650262e+00,-5.062411308865105042e+00,-3.815944084285272986e+00,-2.644756784415528195e+00,-2.248347085096113140e+00,-2.742524566681340481e+00,-4.327968112625894648e+00,-1.763118995999058969e+00,0.000000000000000000e+00
-8.889451595607367196e-02,3.923978192407517884e-01,-1.238395095796596124e-02,-1.033230565922473865e-01,-3.701033700223734790e-01,7.438154550362068296e-01,8.905038247308187938e-01,-1.199820018811715183e+00,1.002132661654207890e+00,1.890437657241583747e-01,5.982648504337928497e-01,4.253443112940644699e-01,-8.207348394673013026e-01,-7.532183393034714847e-01,-1.404902170910833803e+00,-2.167887344345420075e+00,3.907122698631100288e-01,-4.447939240226261859e-02,-5.827622571173001198e-01,-5.266598710352594637e-01,1.000000000000000000e+00
1.705175786057815390e+00,4.617858029007717580e-01,3.480465745018152646e+00,2.379277205610793366e+00,1.654908360530385369e+00,1.245528760326371831e+00,1.575029489455449516e+00,1.124692191744606884e+00,1.357505569697558645e+00,9.490918390381970493e-01,2.088439862504500866e+00,7.824726876248100371e-01,1.528720797579155244e+00,1.459557853179823672e+00,-3.193139298238070189e-01,-9.121658032633517266e-01,1.487772714952197539e+00,2.743235831232973432e+00,7.508909714299796256e-01,1.547428593897666182e-01,1.000000000000000000e+00
2.737324254083762121e+00,2.439384765102799335e+00,2.040566217774645974e+00,1.186586480186621051e+00,1.392523543311649403e+00,1.739536151935872077e+00,1.269979990241829171e+00,-3.914638489614965522e-01,1.420778314069829351e+00,-2.638650083694777937e-01,1.154106297317937235e+00,1.336101793040669339e+00,2.954634065046358504e+00,-1.324079691483574406e+00,1.646349652736252001e-01,-2.306264590623595012e+00,2.211173982405540084e+00,-5.282523006623573991e-03,1.522312220868193178e+00,2.864283651239178496e+00,0.000000000000000000e+00
4.468617367722207412e+00,4.268977530740327708e+00,3.843961170444292641e+00,3.046970243451259996e+00,4.790429024603987784e+00,3.086528889408323817e+00,5.983979163282646674e+00,1.764559220004705331e+00,1.849518295864733819e+00,3.052169598171285081e+00,4.064070863580270476e+00,2.804878302264675938e+00,4.226868223659942636e+00,2.238908275054944497e+00,3.919876036408684428e+00,2.439629935874807920e+00,1.095225886160285711e+00,2.921419094475215417e+00,4.207634873344129112e+00,4.164357322131253980e+00,0.000000000000000000e+00
3.510222777070523215e+00,4.853331746129006419e+00,4.067845692168584826e+00,2.653797565567805883e+00,3.911262301021463106e+00,4.889043359634509756e+00,4.987677694801196715e+00,3.402589900750913721e+00,4.791151964418814302e+00,3.852626140812724920e+00,3.308441770066097742e+00,4.137262541422588313e+00,2.512820763887981368e+00,3.389613479497020521e+00,5.213947055999962998e+00,6.831151362989738907e+00,4.764519586178746380e+00,3.330534961761513646e+00,3.976915021361800306e+00,2.208479567845627045e+00,1.000000000000000000e+00
2.009836362921566533e+00,1.667284455820380540e+00,5.849836222730870894e-01,2.881357546896812671e+00,1.750475036203049672e-01,2.600713348856341423e+00,7.068623958608410973e-02,2.763232952933125652e+00,-6.376857145243297609e-02,3.166145368838908958e+00,-1.386208307249194860e-01,8.997665377098913453e-01,2.780981957415954664e+00,3.018282862498715691e-01,9.349660111326252299e-01,2.955056430020654101e+00,-9.658694598903814210e-01,2.830572088425171273e+00,-1.104575542770505958e+00,2.884516056016282359e+00,1.000000000000000000e+00
3.219742285697953843e+00,4.164587085706851433e+00,3.873600777904023573e+00,3.752059026810141695e+00,5.912218955039742596e+00,3.357468833319099843e+00,4.085048211032511922e+00,1.038123157459924784e+00,3.278295075144144644e+00,1.842473846966729667e+00,4.996194500655640525e+00,2.452688537850741923e+00,1.045336947141990880e+00,5.218171734813207507e+00,5.625921623890542733e+00,4.450127183115879959e+00,4.636353540215750968e+00,1.760555915994956866e+00,4.738858387874494760e+00,5.149156641430522541e+00,0.000000000000000000e+00
1.879529948656153415e+00,4.578549941860018180e+00,2.755144224363543337e+00,5.219645838330712273e+00,6.080181022186097017e+00,3.047399490221655682e+00,2.843515725066581457e+00,3.363728205334781229e+00,1.907115498601822168e+00,1.396176372408611144e+00,1.764269894716086640e+00,4.388270241666922367e+00,3.373918914876023578e+00,3.040242197882228048e+00,5.413006558610909735e+00,8.308110246883350314e+00,4.714558679654935247e+00,5.153012680820951985e+00,3.192704864110323726e+00,4.784087305329538076e+00,0.000000000000000000e+00
2.888999049197728652e+00,2.411731554723867799e+00,1.494119087831451864e+00,5.050820843599763244e+00,2.648992594629127062e+00,1.907879124012109795e+00,4.291420026515773145e+00,2.262357263246226768e+00,-5.943043783978754213e-01,2.503248051909972016e-01,2.129839362297298422e+00,2.242798893963612095e+00,1.221109173341829557e+00,5.699483659502253552e-01,1.719836766813853668e-01,1.755314648944091616e+00,1.277622193567815589e-01,1.361872813771186408e+00,1.415661390207365145e+00,4.208073378383420327e+00,1.000000000000000000e+00
-8.485687023389543171e-02,3.945968797371586234e-01,-3.654682717177517581e-01,9.527928279488007135e-01,9.290617628896673530e-01,1.290243481642893375e+00,1.433055243966034453e+00,1.357229322287999418e+00,6.492876760512760193e-01,3.137108763954456592e+00,1.787470065674975350e+00,7.565800094840482437e-01,1.462717587293723920e+00,1.243849393605293452e+00,3.603311428514286430e-01,2.304497666777186815e+00,-7.717697902283031652e-01,8.809121119874594452e-01,1.040055239344172655e+00,2.819147885552800492e+00,1.000000000000000000e+00
-8.378880307945424377e-02,1.893542106981092488e+00,7.431158858790938293e-01,1.550906190236734705e+00,1.469402058416570345e+00,1.050671143564017251e+00,4.974814104719384567e+00,9.499693720169832822e-01,-4.406553366237613290e-01,1.171840674656790871e+00,1.211921338150444338e+00,1.059623805883439740e+00,6.024082345176551279e-02,-7.378421173320766080e-01,1.477051068698250091e+00,1.237583685863864691e+00,-1.507588191872568206e+00,-1.684989241806546634e+00,1.958426748839044107e+00,1.635873155176555072e+00,1.000000000000000000e+00
4.588915087338076404e+00,4.910289118039713685e+00,3.487479966648456831e+00,3.974192157742363563e+00,5.134959542333474403e+00,4.470964216682148162e+00,3.451402989480208738e+00,4.152177083122486678e+00,3.823868191329362176e+00,4.842607278473538557e+00,2.468759529609721781e+00,4.070075791228069839e+00,5.088174301282775147e+00,4.624690564183371322e+00,4.782237127749723093e+00,4.862961630496264398e+00,4.150980041189429315e+00,3.663010316397980581e+00,4.037448018733214461e+00,4.458111146243439293e+00,0.000000000000000000e+00
9.640897787410083186e-01,1.979346625474509347e+00,1.176624124750127898e+00,1.079394546065639560e+00,-8.878880693062818352e-01,8.095697470457301481e-01,-2.814428231075312148e-01,1.620321082486244402e+00,2.528361120442439436e-01,2.287912834645895899e+00,-2.784567745613895084e-01,9.975736972612863074e-01,3.524171435478045122e+00,8.428587509093552477e-01,1.681033684834419617e+00,-2.516713228513953737e-01,-4.809890038199680085e-01,1.851758367751997314e+00,2.517705232039488816e-01,2.144914032269482629e+00,1.000000000000000000e+00
1.805727954576168415e+00,2.786625425522712085e+00,-2.550766203150542921e-01,1.993328201753550299e+00,1.344172053151981405e+00,6.719929383392386768e-02,1.402825894170141030e+00,4.329374704839555887e-01,1.527719662246178611e+00,-3.827226121302498285e-01,2.278381116909607762e+00,8.275303673323471942e-01,9.132634605305678388e-01,2.842623141775703743e+00,3.116415364252964171e+00,2.181502150194935652e+00,1.091308000412646084e+00,7.612736855036741357e-01,3.027505282389602037e+00,3.895725641010015394e+00,0.000000000000000000e+00
